a2,a1,txt,t,id,fs,n,ts,v,coordinate_x,coordinate_y
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 11 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828507,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 12 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828508,,,,,,
400AGL,SFC,"UAS Restricted Area
HWAD 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 206-231-2505   Emergency: LTC Dustin G. Bishop / 305-437-1400",drotam_uasfr,424829655,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 7 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828509,,,,,,
400AGL,SFC,"UAS Restricted Area
Hood/Robert Gray AAF 8 is National Defense Airspace.
UAS Operations Prohibited.
POC: Scott Nutter, 254-288-1424   Emergency: Installation Operations Center, 254-287-2506",drotam_uasfr,424828510,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828511,,,,,,
400AGL,SFC,"UAS Restricted Area
Klamath Falls 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Doug Cunningham  (541) 880-2470  douglas.m.cunningham6.civ@mail.mil",drotam_uasfr,424828512,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828513,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828514,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828515,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828516,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 16 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828517,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 17 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828518,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 18 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828519,,,,,,
400AGL,SFC,"UAS Restricted Area
Ft. Meade 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 240-581-4369",drotam_uasfr,424828520,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828521,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 7 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828522,,,,,,
400AGL,SFC,"UAS Restricted Area
USP Pollock is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (318)561-5300",drotam_uasfr,424829780,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828523,,,,,,
400AGL,SFC,"UAS Restricted Area
Fire Station is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Manager:  218-788-7254; Emergency POC: Command Post:  218-788-7370  OG/CC:  218-788-7250",drotam_uasfr,424829526,,,,,,
400AGL,SFC,"UAS Restricted Area
USP Tucson is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (520)663-5000",drotam_uasfr,424829781,,,,,,
400AGL,SFC,"UAS Restricted Area
TACAN (Tactical Air Nav. Sys.) is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Manager:  218-788-7254; Emergency POC: Command Post:  218-788-7370  OG/CC:  218-788-7250",drotam_uasfr,424829528,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829560,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829561,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829562,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829563,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829564,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 7 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829565,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 8 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829566,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 9 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829567,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 10 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829568,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 11 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829569,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 8 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828524,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 9 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828525,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 13 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828526,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 14 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828527,,,,,,
400AGL,SFC,"UAS Restricted Area
Polk AAF 15 is National Defense Airspace.
UAS Operations Prohibited.
POC: Allen Seagle, 337-531-1151   Emergency: Installation Operations Center, 337-531-4916",drotam_uasfr,424828528,,,,,,
400AGL,SFC,"UAS Restricted Area
Ft. Meade 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 240-581-4369",drotam_uasfr,424829412,,,,,,
400AGL,SFC,"UAS Restricted Area
Redstone AAF is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404 305-6916    Emergency: COL Thomas Holliday / 256 876-8863",drotam_uasfr,424829413,,,,,,
400AGL,SFC,"UAS Restricted Area
Redstone AAF is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404 305-6916    Emergency: COL Thomas Holliday / 256 876-8863",drotam_uasfr,424829414,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828529,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828530,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828531,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828532,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828533,,,,,,
400AGL,SFC,"UAS Restricted Area
Anniston Army Depot is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 256-235-4711",drotam_uasfr,424828534,,,,,,
400AGL,SFC,"UAS Restricted Area
Lawson AAF 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 706-545-5135 / 6814",drotam_uasfr,424828535,,,,,,
400AGL,SFC,"UAS Restricted Area
Lawson AAF 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 706-545-5135 / 6814",drotam_uasfr,424828536,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828537,,,,,,
400AGL,SFC,"UAS Restricted Area
Minot D-2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",drotam_uasfr,424828538,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 7 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828539,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 8 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828540,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 9 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828541,,,,,,
400AGL,SFC,"UAS Restricted Area
Biggs AAF 10 is National Defense Airspace.
UAS Operations Prohibited.
POC: Michael Delaney, 915-203-2728   Emergency: Fort Bliss Operations Center, 915-744-1962",drotam_uasfr,424828542,,,,,,
400AGL,SFC,"UAS Restricted Area
Campbell/Sabre AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 270-798-6160 / 2870",drotam_uasfr,424828543,,,,,,
400AGL,SFC,"UAS Restricted Area
Campbell/Sabre AAF 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 270-798-6160 / 2870",drotam_uasfr,424828544,,,,,,
400AGL,SFC,"UAS Restricted Area
Hunter AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IOC 912-767-8666 / 8667",drotam_uasfr,424828545,,,,,,
400AGL,SFC,"UAS Restricted Area
Hunter AAF 20 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: IOC 912-767-8666 / 8667",drotam_uasfr,424828546,,,,,,
400AGL,SFC,"UAS Restricted Area
Butts AAF 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 719-526-3400 / 5500",drotam_uasfr,424828549,,,,,,
400AGL,SFC,"UAS Restricted Area
Butts AAF 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 719-526-3400 / 5500",drotam_uasfr,424828550,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828551,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828552,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828553,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828554,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 12 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829570,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828555,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 7 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828556,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 8 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828557,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 9 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828558,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 10 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828559,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Sunny Point 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: 910-457-8556 / 8315",drotam_uasfr,424828560,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Sunny Point 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: 910-457-8556 / 8315",drotam_uasfr,424828561,,,,,,
400AGL,SFC,"UAS Restricted Area
Klamath Falls 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Doug Cunningham  (541) 880-2470  douglas.m.cunningham6.civ@mail.mil",drotam_uasfr,424828562,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 14 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829571,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 11 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828563,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 12 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828564,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 13 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828565,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 14 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828566,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 15 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828567,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 16 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828568,,,,,,
400AGL,SFC,"UAS Restricted Area
Military Ocean Terminal Concord 17 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955  Emergency: 925-246-4200 / 4041",drotam_uasfr,424828569,,,,,,
